Knowledge ID	Chinese Question	English Question	Chinese Answer	English Answer	Chinese Explanation	English Explanation	Category	Subcategory	Era	Region	Difficulty	Source	Source Date	Fact Checked	Tags
hist-prehistory-005	良渚文化最著名的物质文化之一是什么？	What is one of the best-known material traditions of the Liangzhu culture?	精美的玉器。	Finely worked jade objects.	良渚遗址位于长江下游，显示出复杂的社会分层和大型公共工程。	Liangzhu sites in the lower Yangtze reveal complex social hierarchy and large public works.	history	prehistory	neolithic	lower_yangtze	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::direct
hist-prehistory-006	“龙山文化”常用来描述中国新石器时代晚期的什么趋势？	What late-Neolithic trend is often associated with the Longshan cultures?	城墙聚落、社会分层和区域竞争的增强。	The growth of walled settlements, hierarchy, and regional competition.	这些变化说明一些地区正走向更集中的政治组织。	These developments suggest that some regions were moving toward more centralized political organization.	history	prehistory	late_neolithic	north_china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
hist-prehistory-007	夏朝在历史研究中为什么需要谨慎表述？	Why should the Xia dynasty be described cautiously in historical study?	传统文献记载丰富，但其与考古遗址的对应仍有争论。	Traditional texts describe it, but its precise identification with archaeological remains remains debated.	二里头文化常与夏朝问题联系起来，但学术界不会把这种联系简单视为完全确定。	The Erlitou culture is often discussed in relation to Xia, but scholars do not treat the identification as entirely settled.	history	early_states	xia	yellow_river_basin	advanced	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::qualification
hist-prehistory-008	二里头遗址为何对研究中国早期国家重要？	Why is the Erlitou site important for studying early Chinese states?	它显示了大型宫殿、手工业和社会分化等早期国家特征。	It shows early-state features such as large palatial buildings, specialized crafts, and social differentiation.	二里头位于河南，是理解青铜时代早期政治中心的重要考古材料。	Located in Henan, Erlitou is key archaeological evidence for understanding early Bronze Age political centres.	history	early_states	early_bronze_age	henan	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
hist-shang-009	哪个早期中国王朝留下了大量甲骨文？	Which early Chinese dynasty left a large body of oracle-bone inscriptions?	商朝。	The Shang dynasty.	殷墟出土的甲骨文记录祭祀、战争、天气和王室事务，是早期文字史的重要证据。	Oracle bones from Anyang record divination about ritual, war, weather, and royal affairs and are crucial evidence for early writing.	history	shang	shang	henan	foundation	MET_CHINA_EARLY;LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::direct
hist-shang-010	商代青铜器为什么重要？	Why are Shang bronze vessels important?	它们体现了高度发展的铸造技术和礼制文化。	They demonstrate advanced casting technology and a ritual culture.	大型礼器常由统治精英用于祭祀和祖先崇拜，也显示政治权力和资源组织能力。	Large ritual vessels were used by elites in sacrifice and ancestor worship and reveal political power and resource mobilization.	history	shang	shang	yellow_river_basin	intermediate	MET_CHINA_EARLY	2026-08-06	2026-08-06	qtype::significance
hist-shang-011	商朝晚期最著名的都城遗址在哪里？	Where is the best-known late Shang capital site?	河南安阳的殷墟。	Yinxu at Anyang in Henan.	殷墟出土宫殿遗迹、王陵、青铜器和甲骨文。	Yinxu has yielded palace remains, royal tombs, bronzes, and oracle-bone inscriptions.	history	shang	shang	henan	foundation	MET_CHINA_EARLY	2026-08-06	2026-08-06	qtype::location
hist-shang-012	甲骨文主要写在什么材料上？	On what materials were oracle-bone inscriptions mainly written?	龟甲和兽骨。	Turtle plastrons and animal bones.	这些材料经过占卜加热后，裂纹被解释并记录。	The materials were heated for divination, after which the cracks were interpreted and recorded.	history	shang	shang	henan	foundation	MET_CHINA_EARLY	2026-08-06	2026-08-06	qtype::direct
hist-zhou-013	周朝用什么观念解释取代商朝的合法性？	What concept did the Zhou use to justify replacing the Shang?	天命。	The Mandate of Heaven.	这一观念认为统治者若失德，天命可以转移到新的王朝。	The concept held that if a ruler lost virtue, Heaven's mandate could pass to a new dynasty.	history	zhou	western_zhou	china	foundation	SEP_CONFUCIUS;MET_CHINA_EARLY	2026-08-06	2026-08-06	qtype::significance
hist-zhou-014	西周政治秩序依靠什么关系维系统治？	What relationships helped sustain the Western Zhou political order?	王室与诸侯之间的宗族、封建和礼制关系。	Kinship, enfeoffment, and ritual ties between the royal house and regional lords.	周王把土地和权力授予亲族及盟友，地方统治者则承担军事和礼仪义务。	The Zhou king granted territory and authority to relatives and allies, who owed military and ritual obligations.	history	zhou	western_zhou	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::cause
hist-zhou-015	西周与东周的分界通常以什么事件为标志？	What event conventionally marks the transition from Western Zhou to Eastern Zhou?	周王室东迁洛邑。	The Zhou court's eastward move to Luoyi.	公元前771年后，周王室权力减弱，诸侯竞争更加明显。	After 771 BCE, royal power weakened and competition among regional states became more pronounced.	history	zhou	eastern_zhou	central_china	intermediate	MET_CHINA_EARLY	2026-08-06	2026-08-06	qtype::chronology
hist-zhou-016	春秋时期的名称来自哪部传统史书？	From which traditional chronicle does the Spring and Autumn period take its name?	《春秋》。	The Spring and Autumn Annals.	这部编年史与鲁国和孔子传统相联系，后人用其名称指东周前半期。	The chronicle is associated with the state of Lu and the Confucian tradition, and its title became the name of the earlier Eastern Zhou period.	history	zhou	spring_and_autumn	china	intermediate	SEP_CONFUCIUS	2026-08-06	2026-08-06	qtype::identification
hist-zhou-017	孔子生活在哪个历史时期？	In which historical period did Confucius live?	春秋时期晚期。	The late Spring and Autumn period.	孔子的思想关注礼、仁、教育和有德的政治，后来深刻影响中国社会。	Confucius emphasized ritual, humaneness, education, and virtuous government, ideas that later deeply influenced Chinese society.	history	intellectual_history	spring_and_autumn	shandong	foundation	SEP_CONFUCIUS	2026-08-06	2026-08-06	qtype::chronology
hist-zhou-018	战国时期与春秋时期相比有什么总体变化？	What broad change distinguishes the Warring States period from the Spring and Autumn period?	较少而更强的国家进行更集中的战争和改革。	Fewer, stronger states fought more centralized wars and pursued deeper reforms.	各国发展官僚、税收和大规模军队，为后来的统一帝国准备了制度条件。	States developed bureaucracies, taxation, and mass armies, creating institutional conditions for later empire.	history	zhou	warring_states	china	intermediate	MET_CHINA_EARLY;LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::comparison
hist-zhou-019	“诸子百家”为什么与战国时期密切相关？	Why are the “Hundred Schools of Thought” closely associated with the Warring States period?	政治竞争促使思想家提出不同的治国和伦理方案。	Political competition encouraged thinkers to propose different programs of government and ethics.	儒家、道家、墨家和法家等传统都在这一思想环境中形成或发展。	Confucian, Daoist, Mohist, and Legalist traditions formed or developed in this intellectual environment.	history	intellectual_history	warring_states	china	intermediate	SEP_CONFUCIUS	2026-08-06	2026-08-06	qtype::cause
hist-zhou-020	《道德经》与哪个思想传统关系最密切？	With which intellectual tradition is the Daodejing most closely associated?	道家。	Daoism.	该书探讨“道”、自然、自发性和少为而治等主题。	The text explores the Dao, nature, spontaneity, and limited or non-coercive action in government.	history	intellectual_history	warring_states	china	foundation	MET_CHINA_EARLY	2026-08-06	2026-08-06	qtype::identification
hist-warring-021	战国七雄通常指哪些国家？	Which states are conventionally called the Seven Warring States?	秦、楚、齐、燕、韩、赵、魏。	Qin, Chu, Qi, Yan, Han, Zhao, and Wei.	它们是战国后期竞争中最强的主要国家。	They were the principal strong states in the later Warring States competition.	history	warring_states	warring_states	china	intermediate	MET_CHINA_EARLY	2026-08-06	2026-08-06	qtype::classification
hist-warring-022	商鞅变法主要在哪个国家推行？	In which state were Shang Yang's reforms chiefly implemented?	秦国。	The state of Qin.	改革加强户籍、奖励军功、发展农业并提高中央控制能力。	The reforms strengthened registration, rewarded military merit, promoted agriculture, and increased central control.	history	warring_states	warring_states	qin	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::direct
hist-warring-023	法家思想在战国政治中强调什么？	What did Legalist thought emphasize in Warring States politics?	明确的法律、奖惩和强有力的国家权力。	Clear laws, rewards and punishments, and strong state power.	法家关心如何建立能有效控制官员、军队和资源的制度。	Legalist thinkers focused on institutions capable of controlling officials, armies, and resources effectively.	history	intellectual_history	warring_states	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
hist-warring-024	战国时期铁器普及对社会有什么影响？	How did the spread of iron tools affect Warring States society?	它促进农业开垦、生产和军事装备的发展。	It expanded cultivation, production, and military equipment.	更高的生产能力帮助国家增加人口、税收和军队规模。	Greater productive capacity helped states support larger populations, tax bases, and armies.	history	technology_history	warring_states	china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::cause
hist-warring-025	都江堰水利工程最初修建于哪个时期？	During which period was the Dujiangyan irrigation system first built?	战国时期的秦国。	The state of Qin during the Warring States period.	它利用分水和排沙设计灌溉成都平原，并减轻洪水风险。	Its water-diversion and sediment-control design irrigated the Chengdu Plain and reduced flood risk.	history	technology_history	warring_states	sichuan	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::chronology
